day_pass_id,purchaser_id,date,pass_type,group_ages
9223,3969,2024-12-17,Student,"13,49,8"
9224,47,2025-02-12,Student,56
9225,9462,2025-02-02,Student,"49,37,57,46"
9226,1070,2024-10-24,Family,"15,30,48,31"
9227,9001,2023-04-13,Family,"48,34,14"
9228,5703,2023-07-07,Student,"41,26,13,25"
9229,9099,2023-08-17,Family,"50,16,51,48"
9230,3922,2023-08-20,Family,52
9231,9959,2024-08-13,Single,"30,15,51,36,19"
9232,1609,2025-03-05,Family,"32,60,14,45,46"
9233,7341,2023-06-09,Student,"49,14"
9234,2730,2024-08-10,Student,"23,14,56,9,34,34"
9235,3803,2024-04-17,Single,28
9236,6785,2023-09-23,Student,"14,9"
9237,5606,2023-09-23,Student,"19,29,31"
9238,1036,2024-11-24,Family,"38,60"
9239,7281,2023-07-21,Student,"10,34"
9240,6999,2023-09-07,Student,"33,56,51"
9241,4608,2024-03-16,Family,"14,45,48"
9242,4034,2024-10-05,Student,"55,5,39,49,26,20"
9243,9653,2024-05-08,Family,"48,55"
9244,5232,2023-05-25,Family,"41,53,10,19"
9245,1749,2025-01-24,Student,"48,57"
9246,9211,2024-10-22,Single,"37,14"
9247,6254,2023-07-10,Family,"51,13"
9248,8206,2024-11-07,Family,"12,19"
9249,1610,2024-06-25,Single,"35,23,37,54"
9250,8678,2024-09-11,Single,"58,44,36,41"
9251,4715,2023-12-26,Single,"7,9,21,54"
9252,7750,2024-01-22,Single,"42,56,52,47,47"
9253,9423,2023-08-19,Single,"13,9,42,39,29,55"
9254,3046,2024-09-19,Family,35
9255,4105,2024-05-20,Student,"5,37,45,22"
9256,9570,2023-10-14,Student,"37,52,52,14,56,41"
9257,3783,2023-12-18,Family,"56,56,34,31,27"
9258,7004,2025-03-18,Single,"57,37"
9259,1617,2023-06-03,Student,24
9260,4982,2024-11-05,Single,"34,47,52,33,31"
9261,4283,2023-06-29,Family,"60,30,42"
9262,7160,2023-10-01,Family,55
9263,4931,2024-01-18,Student,"59,25,15,51,9,50"
9264,755,2023-12-23,Single,"29,55,43,16,48,53"
9265,8351,2024-07-02,Family,"31,42,43,20,18"
9266,4360,2025-02-07,Single,"57,12,5"
9267,6705,2023-12-27,Student,45
9268,2158,2023-09-09,Single,"18,21,7,39,39"
9269,8636,2023-09-09,Family,"8,40,15,5,34"
9270,1205,2024-05-22,Student,10
9271,8003,2025-03-25,Student,"30,49,24,21,43,21"
9272,568,2024-05-21,Family,"35,32,31,43"
9273,7896,2023-09-21,Single,"55,49"
9274,6938,2024-04-16,Family,"51,33,29,46,47,34"
9275,7052,2023-05-05,Family,"12,52,40"
9276,1806,2023-08-25,Single,24
9277,7932,2023-12-10,Student,7
9278,403,2024-04-21,Student,"31,58,23"
9279,848,2024-04-14,Student,"33,32"
9280,7335,2024-06-07,Single,"25,59,55,26,14,43"
9281,640,2024-09-26,Family,"45,52,24"
9282,4026,2024-05-05,Student,43
9283,423,2024-08-07,Student,"38,20,49"
9284,1380,2024-12-09,Single,19
9285,3638,2024-10-12,Single,55
9286,5816,2023-10-29,Student,"40,5"
9287,6919,2023-08-05,Single,"59,40"
9288,5350,2024-03-11,Single,"42,55,29"
9289,1962,2023-08-15,Student,"48,30,16"
9290,5898,2024-05-11,Single,"27,13,25"
9291,9732,2023-06-16,Family,"25,34"
9292,3726,2023-12-10,Student,46
9293,4245,2024-09-18,Family,"13,36,44,48,35,16"
9294,4269,2024-11-03,Student,"5,38,6,8"
9295,4220,2023-05-25,Student,"18,54,5,35,33"
9296,9465,2024-11-09,Family,"7,55,30,48,20,25"
9297,9545,2024-04-19,Family,43
9298,7697,2024-11-01,Single,"49,36,7"
9299,3539,2024-11-07,Single,"13,29"
9300,806,2023-08-17,Single,10
9301,6078,2024-02-17,Student,"17,30,43,35"
9302,490,2023-04-06,Single,7
9303,4607,2024-04-07,Family,"38,17,5,25,36"
9304,4825,2023-09-28,Student,8
9305,1310,2023-03-27,Single,11
9306,5376,2025-02-23,Student,10
9307,8063,2024-11-19,Student,18
9308,7593,2023-09-26,Family,"58,49,44,10,22,28"
9309,400,2024-06-08,Single,"5,37,21"
9310,4223,2023-12-26,Single,"30,44,10,7,21"
9311,3700,2024-09-22,Single,"53,20,52,15,11,29"
9312,4656,2025-02-11,Family,"57,58,22,15"
9313,7676,2024-07-27,Family,16
9314,2869,2024-07-22,Single,"5,35,52,9"
9315,4731,2023-09-05,Family,"26,22,29,41"
9316,6290,2025-02-22,Family,"25,47,8,57"
9317,8934,2023-10-13,Family,"34,6,39"
9318,1561,2023-03-28,Single,"13,44,34"
9319,2143,2023-11-19,Student,"24,5,46,43,46,45"
9320,8142,2024-05-05,Family,"11,23,6"
9321,6992,2024-07-25,Student,"22,28,44,40,34"
9322,9576,2023-11-14,Student,"16,12"
9323,1722,2025-02-17,Single,"35,29,32,55,16"
9324,9900,2023-06-27,Family,13
9325,2381,2024-01-13,Family,40
9326,2222,2024-10-08,Family,"30,43,36,53"
9327,2056,2024-04-28,Single,"19,19,15,5"
9328,9127,2024-10-03,Family,12
9329,482,2024-05-02,Student,"26,17,14,48,18,14"
9330,5655,2024-01-21,Single,"33,10,46"
9331,7606,2023-10-05,Single,"53,35,49"
9332,389,2024-03-07,Family,"45,19,21"
9333,9963,2024-02-14,Single,"45,45,56,12,57"
9334,9461,2024-01-22,Family,"35,57,51"
9335,6552,2023-06-30,Family,"19,36,14,35,12"
9336,7694,2024-08-26,Family,"11,56,18"
9337,8554,2024-04-13,Family,"20,25"
9338,2387,2024-06-16,Single,22
9339,8450,2025-03-08,Student,12
9340,3723,2024-04-25,Family,"57,55,40,40,57,43"
9341,9228,2024-06-12,Family,"32,56,56,40"
9342,9469,2024-07-08,Family,51
9343,115,2023-11-27,Family,"9,7"
9344,8033,2023-08-22,Student,18
9345,8138,2024-05-28,Single,"16,58"
9346,5816,2024-11-27,Single,"40,32,55,48,7"
9347,5080,2024-04-03,Student,"34,27,35,15"
9348,1157,2024-05-11,Family,"48,52,36"
9349,5236,2024-01-31,Family,"27,49,33"
9350,2974,2024-12-23,Family,"49,19,30"
9351,4612,2024-09-15,Single,"36,13,54,16"
9352,2730,2023-06-08,Family,"23,30"
9353,5527,2025-01-14,Family,"20,53"
9354,7234,2024-09-12,Single,"13,34,56,58,34,39"
9355,9270,2024-11-26,Single,"60,17,7,42,46,55"
9356,5428,2024-06-06,Single,"33,51,46"
9357,9409,2024-06-23,Single,9
9358,4863,2025-01-20,Single,12
9359,9635,2024-12-26,Student,"33,6,22,56,49"
9360,2687,2024-12-31,Family,57
9361,6133,2024-04-12,Single,"13,35,36"
9362,4992,2024-11-01,Family,"41,48,23,24"
9363,8179,2024-07-08,Student,"41,16,46,20,46,35"
9364,9198,2024-10-08,Family,"35,14,21"
9365,4451,2023-12-06,Student,"35,47,35,60,60"
9366,1128,2023-08-13,Student,"25,52,53,44,46,37"
9367,8618,2023-10-08,Student,"58,45,25,15,59,37"
9368,2517,2024-12-06,Family,"20,18,29,29,9,38"
9369,1204,2024-02-02,Family,"21,32,6,6"
9370,4139,2024-12-03,Student,"44,27,16"
9371,8192,2023-10-21,Family,"47,7,60,32"
9372,6027,2024-02-27,Student,"12,41,56,9,27,20"
9373,4871,2023-05-20,Student,"12,10"
9374,9102,2023-05-02,Student,44
9375,418,2024-02-05,Single,"43,29,32,44"
9376,2831,2024-05-05,Student,"17,23,26"
9377,3751,2024-05-06,Single,"7,20"
9378,5391,2024-02-19,Single,60
9379,8664,2025-03-19,Single,"31,33,5,13"
9380,6854,2025-01-23,Family,50
9381,3732,2024-07-13,Single,"48,23,18,17,51,5"
9382,7269,2023-07-13,Student,"60,52,20,46"
9383,5170,2024-09-01,Student,"25,6"
9384,9288,2024-03-13,Single,"41,43,16"
9385,6076,2024-07-13,Single,"48,18,55,23,7"
9386,9613,2024-07-17,Student,"38,55,60,5,5,6"
9387,2106,2024-03-21,Single,"13,41"
9388,7042,2024-07-30,Student,"56,28,32,38,21"
9389,4232,2024-04-11,Family,"28,14,38,9,43,20"
9390,1435,2023-07-12,Single,"8,5,5,40"
9391,9745,2024-03-15,Family,8
9392,7267,2024-03-20,Family,"44,55,60,60,51"
9393,5518,2024-04-02,Student,"12,7,38,36,25"
9394,9564,2025-01-28,Single,"21,14,52,55,56"
9395,5054,2023-07-12,Student,"5,41,7,11,6"
9396,7385,2025-03-06,Student,"51,46"
9397,1868,2024-10-30,Single,"46,60,59"
9398,7867,2023-06-09,Student,"23,50,7,11"
9399,4807,2023-05-03,Family,"43,38,9,46,23"
9400,6930,2024-04-14,Single,"12,51,52"
9401,4451,2024-11-13,Family,35
9402,2244,2023-08-19,Family,"8,58,42"
9403,9990,2024-12-29,Single,"31,48,15"
9404,2853,2024-07-10,Single,"12,30,12,18,28,25"
9405,228,2023-06-07,Student,"30,21"
9406,5462,2024-10-12,Student,"54,56,59,58,18"
9407,8818,2023-04-13,Family,"42,53,14,47,32"
9408,9748,2023-06-20,Student,42
9409,8502,2023-09-18,Student,"18,34"
9410,7791,2023-08-23,Single,"37,8,13,33,10,52"
9411,8846,2023-10-12,Single,52
9412,3800,2025-03-22,Family,"53,58,55,35,43"
9413,8384,2025-02-23,Student,"33,12,33"
9414,6615,2024-08-06,Family,30
9415,8393,2023-11-30,Single,"29,57,45,25,53"
9416,6003,2024-03-07,Family,"15,24,5,45,35"
9417,8928,2024-03-05,Single,"31,21,47"
9418,4579,2023-08-24,Student,"39,7,44,13,23"
9419,8681,2024-12-12,Family,"12,7"
9420,7973,2025-01-31,Family,"37,14,19,55,35,43"
9421,7348,2025-02-23,Student,"44,30,53,59,7"
9422,7647,2023-09-08,Student,"30,39"
9423,4870,2024-05-09,Family,"23,27,19,8,11"
9424,8738,2023-08-11,Family,"39,17,40,49"
9425,6483,2023-11-23,Student,"43,32,58,36"
9426,1265,2023-08-03,Family,7
9427,9146,2023-12-14,Student,"24,20,12,28,34"
9428,844,2025-01-21,Family,"31,41,13,5"
9429,1683,2024-08-25,Family,"28,18,32,31,55,11"
9430,4833,2023-08-03,Family,"43,40,11"
9431,1405,2024-04-26,Student,"34,27,5,57,36,13"
9432,1814,2023-11-18,Family,"51,16,45,47"
9433,7821,2024-11-13,Family,"44,7,29,41,59,9"
9434,8600,2024-02-20,Family,"42,25,31"
9435,4612,2023-05-26,Family,36
9436,8528,2023-11-26,Single,"60,30,23,41"
9437,8524,2024-12-31,Student,13
9438,5831,2023-08-13,Single,"8,27,27,13,17,60"
9439,8710,2023-11-17,Family,"56,55,10"
9440,1720,2024-01-02,Student,"53,52,46"
9441,5513,2024-02-16,Single,"45,8,48,28,16"
9442,7746,2023-05-31,Single,"42,28,51,29"
9443,4109,2024-10-09,Student,"23,36,52,15,38,36"
9444,4766,2024-06-01,Student,"5,23,40,54,46"
9445,5348,2025-03-11,Single,"21,18,24,23"
9446,7598,2024-09-18,Family,28
9447,8692,2024-01-18,Family,"32,21,11,16,8,20"
9448,1268,2025-01-07,Student,31
9449,7231,2025-02-07,Family,"19,40,59,23"
9450,9231,2023-09-06,Single,"12,38,60"
9451,4796,2024-07-08,Student,"16,39"
9452,7132,2024-08-27,Family,"45,8,31"
9453,3550,2024-10-22,Single,"59,25"
9454,468,2024-02-21,Family,28
9455,3778,2025-01-09,Family,"59,17,20,36,15,57"
9456,2381,2023-11-02,Family,"40,51,22"
9457,1641,2023-07-07,Single,"8,13,43,52,44"
9458,7967,2025-02-11,Family,"30,35,34,32"
9459,8183,2024-05-04,Student,11
9460,8450,2025-02-09,Single,12
9461,2645,2025-02-22,Family,"43,55,8"
9462,3777,2024-10-24,Single,"10,37,42"
9463,2355,2024-10-22,Single,"23,38"
9464,9184,2024-05-26,Family,"45,57,23,19"
9465,6766,2024-04-11,Family,"32,41,33,27"
9466,7270,2025-01-04,Student,"47,33,38,30"
9467,3674,2024-09-08,Single,"60,50"
9468,9628,2023-06-13,Student,17
9469,1653,2024-01-25,Student,"47,22,20,30,59"
9470,622,2024-03-10,Student,23
9471,8022,2023-10-11,Student,"24,60,18,40,6,57"
9472,8908,2024-03-24,Single,"55,6,46,44,16"
9473,1538,2023-11-30,Student,"50,55,42,21"
9474,5126,2023-04-14,Student,"17,21"
9475,9073,2024-07-21,Student,"49,39,29"
9476,3389,2024-06-05,Single,"39,40,38,55"
9477,2709,2023-06-20,Student,"21,52,22,26"
9478,4200,2024-01-05,Family,"18,50,9"
9479,6362,2024-01-25,Family,"27,44,32,18,55"
9480,3853,2024-12-26,Student,"45,57,25,36"
9481,5234,2024-04-14,Single,"58,32,51"
9482,6630,2024-06-18,Family,"32,10,39,56,57,31"
9483,7163,2023-08-08,Family,"54,29,8,59"
9484,5714,2023-10-14,Student,38
9485,3047,2023-12-13,Single,"26,7,40,34,18"
9486,3893,2024-12-02,Family,"22,25"
9487,2863,2025-02-14,Student,"24,5"
9488,1969,2025-01-26,Family,"36,40,5"
9489,7879,2024-09-27,Single,"33,45,57,54"
9490,6101,2025-02-27,Single,"32,55"
9491,5577,2025-03-05,Student,"7,28,50"
9492,8974,2024-07-10,Family,"5,57"
9493,718,2024-10-23,Student,"37,22,19,35"
9494,7555,2024-06-24,Family,60
9495,5471,2024-05-02,Family,11
9496,2396,2025-03-06,Family,"19,7,8,41"
9497,7433,2024-03-21,Student,"8,53,41"
9498,4697,2024-10-27,Single,"51,34"
9499,5714,2023-05-13,Student,"38,39,32,35"
9500,7595,2024-06-30,Single,"12,20,38,24,9,48"
9501,2092,2023-07-31,Single,"57,46,39,16,39"
9502,8823,2023-06-14,Student,"5,13,35,14,28"
9503,7163,2023-04-15,Family,"54,19,52"
9504,2602,2023-04-11,Single,"8,55,23,31"
9505,3643,2023-09-22,Single,"28,14,5"
9506,8200,2024-04-06,Student,"21,12"
9507,8566,2024-09-16,Family,"6,19"
9508,4200,2024-01-16,Student,"18,34,27,51,16"
9509,3738,2024-10-20,Student,"30,29,10,18,18"
9510,185,2024-06-15,Student,"28,17,36"
9511,5392,2023-06-15,Single,"23,46,31,29,53,27"
9512,2515,2023-07-24,Single,46
9513,3746,2024-08-29,Single,"20,47,40"
9514,5242,2023-04-28,Family,25
9515,1824,2024-01-21,Family,"13,28,6"
9516,4343,2023-08-16,Student,"48,15,29,58,39,12"
9517,922,2023-04-07,Student,"35,37"
9518,3839,2024-12-26,Student,"20,39,31"
9519,7843,2024-07-25,Single,"29,34,59"
9520,1610,2023-11-03,Single,"35,56,20,8,10,22"
9521,2206,2023-11-19,Single,"58,30"
9522,1473,2024-06-29,Single,"57,43,60,42,15,52"
9523,1887,2024-10-22,Family,"10,33"
9524,2837,2024-05-29,Family,"42,41"
9525,475,2024-05-16,Family,21
9526,9388,2023-09-27,Family,"9,47,16,18,54,7"
9527,7619,2024-01-25,Student,9
9528,1504,2024-12-11,Student,"34,11,9,27,14,46"
9529,2403,2024-11-09,Student,"51,22,48"
9530,8252,2023-09-17,Single,"7,45,20"
9531,7800,2025-01-07,Single,"8,13,6"
9532,5830,2023-08-29,Student,21
9533,1375,2024-12-10,Student,14
9534,8317,2024-06-14,Family,"35,39"
9535,69,2024-05-17,Single,"5,34,24,26,35,54"
9536,9541,2024-05-25,Family,47
9537,88,2023-04-27,Family,"29,31,15"
9538,1800,2025-03-21,Student,"17,6,35"
9539,1606,2024-02-21,Single,"26,46"
9540,6229,2024-02-22,Single,"48,25,40,17,40,19"
9541,1584,2025-02-26,Student,"26,20,33"
9542,6977,2024-07-22,Student,"41,51,60,8,51,46"
9543,9560,2024-04-11,Single,"5,18,11,24,11"
9544,5112,2024-04-16,Student,"11,30,11,35"
9545,5381,2024-05-27,Single,"54,13,56,26"
9546,4992,2024-08-14,Single,"41,7,60"
9547,5687,2023-07-08,Single,"31,42"
9548,9577,2024-03-02,Family,"51,12,15,25,31"
9549,5998,2024-06-23,Single,"32,8,28,44,52,58"
9550,5971,2025-03-19,Family,"44,10,11,17,42"
9551,4923,2024-12-03,Single,"27,34,11,25,56,60"
9552,2881,2024-10-21,Student,"51,37,6,53"
9553,6255,2024-03-10,Family,"32,15"
9554,4524,2024-11-12,Student,"43,24"
9555,1576,2023-12-02,Student,"41,5,54,37,17"
9556,8326,2024-03-22,Student,"34,60,13,47"
9557,4067,2023-11-09,Family,"7,36"
9558,1765,2024-03-26,Single,"23,20"
9559,4759,2024-06-01,Single,"60,35,60"
9560,9463,2023-06-30,Single,"56,6,56"
9561,1979,2024-02-22,Student,"27,33"
9562,1527,2024-05-27,Family,10
9563,9023,2024-12-18,Student,"7,22,34,33,31,29"
9564,4501,2024-08-22,Single,"54,40,48,26,17"
9565,2917,2023-09-15,Single,"16,33,20,16"
9566,3724,2024-11-08,Student,"17,20,31"
9567,3315,2025-03-03,Single,"49,57,7,47"
9568,6819,2023-04-02,Student,"56,37,48,15"
9569,2583,2025-03-17,Student,"58,19"
9570,9498,2024-05-21,Student,56
9571,9171,2025-01-19,Family,"37,33,5,25"
9572,9482,2023-05-16,Family,"8,58,26,57"
9573,8172,2024-07-05,Student,"49,42,36,38,39"
9574,1456,2023-06-11,Student,60
9575,501,2024-07-13,Single,"19,49,33,57,9,14"
9576,5304,2024-02-19,Family,"51,54,49,43,12,12"
9577,8637,2024-09-04,Single,"22,58,24,35,39,5"
9578,2365,2023-09-07,Family,"15,60,36,58,13"
9579,2557,2023-06-05,Single,"37,19,43,17,29"
9580,3157,2023-08-08,Student,"5,13,30,10,35"
9581,3559,2024-02-20,Family,23
9582,1678,2024-12-07,Single,"40,14,59,18"
9583,8308,2024-08-28,Student,"13,7,42"
9584,9335,2023-09-06,Family,"20,19,23,37"
9585,6976,2023-08-29,Single,"48,35,21,53,48,15"
9586,9080,2024-07-27,Family,"39,28,35,34,23,58"
9587,8859,2024-12-13,Family,"10,18,47,5,16"
9588,6896,2024-01-07,Single,"39,50,28,36,21,48"
9589,8079,2024-01-07,Single,"7,51,6,49"
9590,9428,2023-11-29,Student,"22,32,29,42"
9591,7704,2024-10-14,Family,"39,11,49,42,7"
9592,4309,2024-12-07,Single,"19,27,17,11"
9593,7081,2024-03-05,Family,"13,58,5,36,22,32"
9594,2440,2024-04-16,Single,55
9595,6967,2024-12-11,Single,"36,49,21,29"
9596,8330,2023-12-25,Single,"29,29,53,44,28"
9597,6174,2023-11-17,Single,59
9598,48,2024-05-29,Family,"39,31,38,56,5,7"
9599,5991,2024-07-08,Family,"34,58,9"
9600,2764,2023-11-13,Family,"44,34,5,11,29"
9601,4343,2024-05-01,Family,48
9602,3381,2024-02-01,Family,"12,8,20,50"
9603,5037,2024-09-29,Single,"27,28,18,51,27"
9604,1474,2024-09-06,Family,"47,15"
9605,8198,2023-05-10,Family,"55,9,44"
9606,3631,2024-02-07,Single,42
9607,9468,2024-10-01,Student,50
9608,2198,2023-07-08,Student,"11,50"
9609,4218,2023-09-09,Student,"24,46,19"
9610,2056,2023-08-02,Student,"19,60,28,51,54"
9611,4806,2024-03-25,Student,"45,50,39,15,29"
9612,8961,2024-10-16,Family,"38,46,33,10,55"
9613,8826,2025-03-19,Family,"24,60,36,50,48"
9614,2831,2023-03-28,Student,"17,21,20,48"
9615,4904,2023-04-28,Single,58
9616,6264,2024-12-30,Single,"59,5,19,46"
9617,8515,2025-01-05,Single,20
9618,7923,2024-07-24,Single,"32,23,31"
9619,6338,2024-03-19,Single,30
9620,8986,2024-06-07,Student,"36,53,29,28"
9621,9827,2024-05-20,Student,"54,27,38,11,32"
9622,2646,2024-03-02,Family,"15,35"
9623,2859,2023-11-08,Family,"39,38,53,42,58"
9624,8918,2023-08-16,Family,"37,40,16"
9625,5901,2023-10-28,Family,"19,20"
9626,5184,2023-08-19,Family,"21,5,50"
9627,3522,2025-03-03,Single,"8,13,12"
9628,8756,2024-02-02,Single,34
9629,9244,2023-08-06,Family,"33,53,31"
9630,8540,2024-11-24,Family,"55,24,35"
9631,5515,2024-03-28,Single,"55,36,28,46,6"
9632,2384,2024-07-04,Single,"7,6,10,15,45,36"
9633,2473,2024-01-29,Student,"36,13,42,10"
9634,6533,2023-12-16,Student,"5,50,33,55,60"
9635,4607,2023-10-23,Family,"38,31,42,31"
9636,6021,2024-08-31,Student,"22,54,48,39,22,45"
9637,8777,2023-05-02,Student,"11,19,15,9"
9638,7116,2023-07-26,Student,"29,28,31,31,31"
9639,6865,2023-09-23,Family,32
9640,8468,2024-02-12,Family,"11,58,60,60,32"
9641,791,2024-08-27,Family,"14,54,58,49,55,9"
9642,3548,2023-06-22,Family,"56,43"
9643,1295,2023-11-11,Single,"25,15,44,47,16,55"
9644,5611,2023-10-13,Single,"51,30"
9645,3065,2023-10-10,Student,50
9646,5047,2024-07-05,Student,25
9647,468,2025-03-15,Single,"28,37,47"
9648,1710,2024-05-23,Student,"51,10,5,6,54"
9649,658,2025-02-10,Single,"35,23,50"
9650,4852,2024-04-25,Single,"14,43,33"
9651,3982,2023-09-18,Family,"41,11,31,27"
9652,9957,2024-06-27,Student,"31,7,24,35,31"
9653,1916,2023-07-01,Single,"52,5,58,52"
9654,1121,2025-01-28,Family,"10,39,27,45,27"
9655,6556,2024-07-13,Student,"8,28,14,58,21"
9656,2998,2024-05-14,Single,"29,49,41,24"
9657,7755,2024-05-31,Single,"43,40,8,25,56,46"
9658,8351,2023-03-29,Student,"31,35,36"
9659,3758,2024-06-04,Single,"38,5,27,17,13"
9660,7733,2023-04-27,Family,"11,41,52,60,53"
9661,2099,2023-10-02,Single,"16,16,52,20,52,5"
9662,5038,2024-08-01,Single,"33,39,45,30,22"
9663,4428,2023-08-13,Single,"23,28"
9664,2609,2024-06-13,Student,"31,23"
9665,1109,2023-10-24,Family,"53,38,28"
9666,2032,2024-08-06,Family,"21,59,45,16,49"
9667,8730,2024-08-24,Single,"60,17,21,59,8"
9668,5366,2024-06-01,Family,"46,49,8"
9669,2154,2024-12-30,Family,"45,26,60,19,18,33"
9670,3337,2024-06-03,Single,"16,6,44,8"
9671,6240,2024-09-28,Student,"40,55"
9672,2369,2024-05-20,Family,"35,33,48"
9673,5715,2024-10-20,Single,"40,45,28"
9674,7579,2024-07-25,Single,"41,28,15,40"
9675,1869,2023-05-01,Single,"16,17"
9676,4028,2023-05-08,Student,41
9677,1099,2024-09-19,Student,"29,26,25,56"
9678,2070,2025-03-24,Student,"6,58,45,23,37"
9679,7119,2023-10-26,Student,26
9680,5055,2023-06-12,Family,43
9681,4480,2024-04-15,Single,"17,36,33,25,5,6"
9682,9385,2025-02-05,Student,"56,5,15"
9683,2287,2025-01-06,Family,"16,6,30,15,27"
9684,2693,2023-09-11,Student,"10,33,44,20,56,33"
9685,7514,2023-10-27,Family,"12,59"
9686,8081,2025-03-21,Student,30
9687,2875,2025-03-20,Single,"14,56,52,45"
9688,6464,2024-12-04,Single,"12,45,26,16,43"
9689,1542,2023-07-02,Student,"48,22"
9690,9159,2023-05-22,Single,"15,41,13"
9691,5382,2024-02-17,Single,7
9692,5145,2024-04-10,Family,"51,44,37,18,31"
9693,5695,2023-12-19,Student,26
9694,4749,2023-08-12,Family,"33,56,6,51"
9695,6264,2023-10-28,Student,"59,47,50,37,11,56"
9696,8397,2024-02-07,Family,"16,23,20,17,46,56"
9697,28,2023-08-30,Family,"17,56"
9698,3686,2024-12-24,Family,"11,45,54,7"
9699,8515,2024-07-21,Single,20
9700,4577,2024-04-28,Student,"33,19,29,16,12"
9701,4460,2024-11-03,Student,"29,30"
9702,9948,2024-06-15,Family,"14,14,15"
9703,5554,2023-05-31,Single,"55,33,55"
9704,2334,2024-01-03,Student,"30,10,24,39,45,34"
9705,9053,2025-01-19,Family,"36,20,35"
9706,7153,2023-07-15,Student,9
9707,6788,2025-01-13,Student,33
9708,5180,2023-10-27,Student,43
9709,1919,2023-12-22,Single,"20,59,14,44,40,33"
9710,2459,2024-09-26,Family,"42,31,56,42"
9711,7128,2024-10-22,Single,"10,60,15,44"
9712,4702,2023-12-31,Family,"26,52"
9713,5022,2024-12-28,Single,"37,52"
9714,2385,2024-03-07,Student,"57,6,38"
9715,958,2024-12-29,Student,"28,12,20,48,46,39"
9716,3597,2025-01-06,Student,"40,38"
9717,1448,2023-12-16,Student,"8,13,13,52,6"
9718,2841,2023-12-17,Student,"5,52"
9719,1733,2025-02-09,Single,"25,44"
9720,4112,2024-06-25,Family,"41,23"
9721,9472,2024-03-04,Single,"16,28,45,33,8,17"
9722,705,2023-06-27,Family,"20,53,5,44"
9723,8125,2024-04-18,Family,33
9724,1720,2023-04-21,Single,"53,29,20,29,24,58"
9725,1818,2023-05-07,Family,9
9726,9770,2024-03-20,Single,"57,38,21"
9727,8242,2024-12-05,Single,"56,46,19,18,6,20"
9728,8908,2023-05-17,Single,"55,16,29,40,25,7"
9729,7385,2023-06-12,Family,"51,14"
9730,8934,2023-06-11,Family,"34,43,31"
9731,3560,2024-09-06,Student,"6,16,10"
9732,3274,2023-09-11,Single,56
9733,9463,2025-01-28,Family,"56,37"
9734,5993,2024-10-09,Family,"52,17"
9735,5539,2023-04-08,Student,"32,22,6"
9736,5632,2025-02-21,Family,"6,48,29,26,10,33"
9737,7116,2024-07-23,Family,29
9738,1249,2023-08-05,Single,"40,38,55,34"
9739,8252,2024-03-21,Single,"7,17,55,17,39,38"
9740,7704,2023-07-10,Student,"39,16,20,50,15,47"
9741,7637,2024-08-12,Family,"31,10,59,41"
9742,8679,2024-09-01,Family,"46,40,39,38"
9743,5970,2023-08-02,Family,"52,59,14,46,46,13"
9744,4462,2024-09-02,Family,"44,38,11,55,41,34"
9745,6959,2024-11-18,Student,"50,12,39,10,50,8"
9746,8084,2024-10-15,Family,"28,24,16,18"
9747,5025,2023-09-08,Student,"56,39"
9748,6844,2023-12-16,Student,"6,37"
9749,5162,2023-05-16,Student,17
9750,2132,2024-02-22,Student,"51,22,7,16,44,17"
9751,2713,2025-01-09,Student,"47,57,26,49,5"
9752,3921,2023-10-22,Student,"13,45,42"
9753,8693,2023-10-05,Student,35
9754,7442,2024-10-18,Single,"7,44,38,6,35,28"
9755,9548,2023-04-28,Student,"5,12"
9756,3890,2025-02-04,Single,"45,5,40,32,23"
9757,8003,2024-07-31,Family,"30,9,20"
9758,7908,2023-07-10,Single,"38,20,18,27,16,25"
9759,4764,2024-10-15,Single,6
9760,9697,2023-10-02,Student,"45,58,42,43,20,18"
9761,3861,2024-03-17,Student,"47,5,11,8"
9762,1429,2025-03-22,Family,"59,26"
9763,8719,2024-02-14,Family,"49,16,38,50,12,31"
9764,9911,2023-06-16,Student,"57,36,30"
9765,3913,2025-03-20,Family,"28,16,10,47"
9766,5518,2024-06-15,Single,"12,43,48,23,55,17"
9767,965,2024-12-27,Family,"55,58,34,60"
9768,1,2024-02-20,Family,42
9769,6640,2024-10-01,Single,"21,12,50,39,8"
9770,4140,2024-08-19,Family,10
9771,4454,2023-06-18,Single,"45,33,40,5,42,37"
9772,4980,2025-03-03,Family,"40,38,59"
9773,2517,2023-05-13,Single,"20,36,14,18,43,40"
9774,8785,2024-06-24,Single,"57,28,9,10,34"
9775,3477,2025-01-25,Family,"36,15,49,47"
9776,5265,2024-06-22,Student,"13,52,49,31"
9777,9754,2023-08-17,Student,"60,19,5,53"
9778,5581,2023-09-30,Family,"40,52,42,34,48"
9779,7768,2023-04-12,Family,"14,30,25"
9780,4707,2023-08-20,Family,56
9781,6234,2024-11-09,Family,"39,56,20,24,60"
9782,1613,2023-11-21,Family,54
9783,2805,2023-06-21,Family,"55,12,45,25"
9784,4549,2023-08-16,Family,24
9785,1082,2023-12-25,Family,"11,57,27,26,31,51"
9786,4390,2024-03-31,Family,"55,41,27,40,19"
9787,5291,2024-03-11,Student,"40,59,23"
9788,6978,2023-11-25,Family,"12,28,43,26,36,46"
9789,1151,2024-02-14,Family,"53,11"
9790,1997,2024-08-09,Student,"42,47,55,41"
